1,0.0000002000
2,0.0000002000
3,0.0000005000
4,0.0000003000
5,0.0000003000
6,0.0000003000
7,0.0000005000
8,0.0000009000
9,0.0000007000
10,0.0000004000
11,0.0000010000
12,0.0000005000
13,0.0000005000
14,0.0000007000
15,0.0000006000
16,0.0000006000
17,0.0000007000
18,0.0000006000
19,0.0000006000
21,0.0000009000
23,0.0000010000
25,0.0000013000
27,0.0000018000
29,0.0000011000
31,0.0000012000
33,0.0000041000
35,0.0000020000
37,0.0000020000
39,0.0000018000
42,0.0000062000
45,0.0000025000
48,0.0000020000
51,0.0000025000
54,0.0000041000
57,0.0000034000
60,0.0000056000
64,0.0000029000
68,0.0000046000
72,0.0000034000
76,0.0000036000
80,0.0000039000
85,0.0000041000
90,0.0000044000
95,0.0000047000
100,0.0000048000
106,0.0000050000
112,0.0000050000
118,0.0000071000
124,0.0000060000
131,0.0000062000
138,0.0000064000
145,0.0000067000
153,0.0000074000
161,0.0000076000
170,0.0000077000
179,0.0000091000
189,0.0000088000
199,0.0000094000
210,0.0000099000
221,0.0000106000
233,0.0000108000
245,0.0000116000
258,0.0000120000
271,0.0000128000
285,0.0000135000
300,0.0000174000
316,0.0000164000
332,0.0000172000
349,0.0000173000
367,0.0000184000
386,0.0000189000
406,0.0000201000
427,0.0000213000
449,0.0000232000
472,0.0000343000
496,0.0000256000
521,0.0000254000
548,0.0000278000
576,0.0000296000
605,0.0000305000
636,0.0000328000
668,0.0000337000
702,0.0000386000
738,0.0000389000
775,0.0000507000
814,0.0000436000
855,0.0000453000
898,0.0000470000
943,0.0000510000
991,0.0000542000
1041,0.0000560000
1094,0.0000594000
1149,0.0000666000
1207,0.0000642000
1268,0.0000681000
1332,0.0000723000
1399,0.0000750000
1470,0.0000758000
1544,0.0000842000
1622,0.0000869000
1704,0.0000892000
1790,0.0000949000
1880,0.0001027000
1975,0.0001307000
2074,0.0001112000
2178,0.0001161000
2287,0.0001215000
2402,0.0001252000
2523,0.0001348000
2650,0.0001419000
2783,0.0001453000
2923,0.0001515000
3070,0.0001681000
3224,0.0001673000
3386,0.0001723000
3556,0.0001817000
3734,0.0001888000
3921,0.0001998000
4118,0.0002106000
4324,0.0002192000
4541,0.0002272000
4769,0.0002939000
5008,0.0002451000
5259,0.0002578000
5523,0.0002676000
5800,0.0002815000
6091,0.0002958000
6396,0.0003109000
6716,0.0003246000
7052,0.0003404000
7405,0.0003608000
7776,0.0003702000
8165,0.0003884000
8574,0.0004070000
9003,0.0004239000
9454,0.0004440000
9927,0.0004651000
10424,0.0004878000
10946,0.0005062000
11494,0.0005334000
12069,0.0005541000
12673,0.0005907000
13307,0.0006098000
13973,0.0006376000
14672,0.0006671000
15406,0.0006996000
16177,0.0007313000
16986,0.0007651000
17836,0.0008061000
18728,0.0008447000
19665,0.0009290000
20649,0.0009456000
21682,0.0009711000
22767,0.0010101000
23906,0.0010559000
25102,0.0011130000
26358,0.0011657000
27676,0.0013254000
29060,0.0012875000
30514,0.0015609000
32040,0.0014061000
33643,0.0014772000
35326,0.0015415000
37093,0.0016668000
38948,0.0017061000
40896,0.0017886000
42941,0.0018704000
45089,0.0019803000
47344,0.0020882000
49712,0.0021554000
52198,0.0022773000
54808,0.0023874000
57549,0.0025441000
60427,0.0026357000
63449,0.0027611000
66622,0.0028750000
69954,0.0030119000
73452,0.0031591000
77125,0.0033095000
80982,0.0034732000
85032,0.0036493000
89284,0.0038563000
93749,0.0041953000
98437,0.0041981000
103359,0.0044326000
108528,0.0053448000
113955,0.0049042000
119653,0.0050826000
125636,0.0053350000
131918,0.0056390000
138514,0.0059110000
145440,0.0072883000
152713,0.0080551000
160349,0.0084191000
168367,0.0081064000
176786,0.0075400000
185626,0.0078975000
194908,0.0082360000
204654,0.0087820000
214887,0.0093215000
225632,0.0096033000
236914,0.0101848000
248760,0.0106322000
261199,0.0124344000
274260,0.0116085000
287974,0.0123787000
302373,0.0129290000
317492,0.0135980000
333367,0.0142052000
350036,0.0149210000
367538,0.0157466000
385915,0.0163406000
405211,0.0172949000
425472,0.0182591000
446746,0.0188188000
469084,0.0198711000
492539,0.0219799000
517167,0.0220234000
543026,0.0230708000
570178,0.0261159000
598687,0.0255611000
628622,0.0266809000
660054,0.0280547000
693057,0.0295226000
727710,0.0312750000
764096,0.0333951000
802301,0.0351400000
842417,0.0354629000
884538,0.0374780000
928765,0.0393162000
975204,0.0411330000
1023965,0.0433598000
1075164,0.0457994000
1128923,0.0475548000
1185370,0.0502373000
1244639,0.0525327000
1306872,0.0552412000
1372216,0.0650302000
1440827,0.0618676000
1512869,0.0638993000
1588513,0.0681884000
1667939,0.0717752000
1751337,0.0743843000
1838904,0.0773958000
1930850,0.0817819000
2027393,0.0855895000
2128763,0.0906023000
2235202,0.0941570000
2346963,0.0992989000
2464312,0.1058084000
2587528,0.1106641000
2716905,0.1153609000
2852751,0.1211544000
2995389,0.1259773000
3145159,0.1343179000
3302418,0.1405780000
3467539,0.1478798000
3640917,0.1538697000
3822963,0.1658754000
4014112,0.1706421000
4214818,0.1788921000
4425559,0.1883029000
4646838,0.1967616000
4879180,0.2067109000
5123140,0.2156756000
5379298,0.2272505000
5648263,0.2402236000
5930677,0.2490318000
6227211,0.2623601000
6538572,0.2781269000
6865501,0.2932644000
7208777,0.3067796000
7569216,0.3257883000
7947677,0.3365457000
8345061,0.3522906000
8762315,0.3713441000
9200431,0.3970640000
9660453,0.4187149000
10143476,0.4708204000
10650650,0.4509326000
11183183,0.4734380000
11742343,0.5252051000
12329461,0.5208710000
12945935,0.5512631000
13593232,0.5779358000
14272894,0.6060973000
14986539,0.6354070000
15735867,0.6720199000
16522661,0.7006357000
17348795,0.7368885000
18216235,0.7821636000
19127047,0.8082024000
20083400,0.8589283000
21087571,0.8981737000
22141950,0.9417625000
23249048,0.9745101000
24411501,1.0368034000
25632077,1.0964965000
26913681,1.1532511000
28259366,1.2000438000
29672335,1.2669696000
31155952,1.3225680000
32713750,1.3791919000
34349438,1.4576913000
36066910,1.5421041000
37870256,1.6201152000
39763769,1.6941435000
41751958,1.7818111000
43839556,1.8885286000
46031534,1.9603464000
48333111,2.0516969000
50749767,2.1711522000
53287256,2.2690358000
55951619,2.3815593000
58749201,2.4985815000
61686662,2.6038421000
64770996,2.7282776000
68009546,2.8915124000
71410024,3.0660034000
74980526,3.1808313000
78729553,3.3495512000
82666031,3.5072147000
86799333,3.6860471000
91139300,3.8556603000
95696266,4.0467874000
100481080,4.2738603000
105505135,4.5095634000
110780392,4.7056910000
116319412,4.9403672000
122135383,5.1962386000
128242153,5.4704766000
134654261,5.7195881000
141386975,5.9665963000
148456324,6.2988487000
155879141,6.6784975000
163673099,6.9502977000
171856755,7.2762748000
180449593,7.6402550000
189472073,8.0420369000
198945677,8.4184654000
208892961,8.8537643000
219337610,9.2591599000
230304491,9.7591574000
241819716,10.2718350000
253910702,10.7304312000
266606238,11.2713653000
